city,category,ipc,year,month
Popayán,Salud,0.26,2022,10
Valledupar,Salud,0.99,2022,10
Montería,Salud,0.05,2022,10
Neiva,Salud,0.29,2022,10
Riohacha,Salud,-0.01,2022,10
Santa Marta,Salud,1.06,2022,10
Villavicencio,Salud,0.77,2022,10
Pasto,Salud,0.58,2022,10
Cúcuta,Salud,1.05,2022,10
Armenia,Salud,0.39,2022,10
Pereira,Salud,0.01,2022,10
Bucaramanga,Salud,0.47,2022,10
Sincelejo,Salud,0.3,2022,10
Ibagué,Salud,0.27,2022,10
Cali,Salud,0.89,2022,10
Otras Areas Urbanas,Salud,0.52,2022,10
Medellín,Transporte,0.84,2022,10
Barranquilla,Transporte,0.65,2022,10
"Bogotá, D.C.",Transporte,1.07,2022,10
Cartagena De Indias,Transporte,0.74,2022,10
Tunja,Transporte,0.83,2022,10
Manizales,Transporte,1.11,2022,10
Florencia,Transporte,0.94,2022,10
Popayán,Transporte,0.74,2022,10
Valledupar,Transporte,5.44,2022,10
Montería,Transporte,0.95,2022,10
Neiva,Transporte,1.2,2022,10
Riohacha,Transporte,0.75,2022,10
Santa Marta,Transporte,2.64,2022,10
Villavicencio,Transporte,1.18,2022,10
Pasto,Transporte,1.74,2022,10
Cúcuta,Transporte,1.07,2022,10
Armenia,Transporte,0.78,2022,10
Pereira,Transporte,0.55,2022,10
Bucaramanga,Transporte,0.65,2022,10
Sincelejo,Transporte,13.57,2022,10
Ibagué,Transporte,1.03,2022,10
Cali,Transporte,0.94,2022,10
Otras Areas Urbanas,Transporte,0.81,2022,10
Medellín,Información Y Comunicación,0.01,2022,10
Barranquilla,Información Y Comunicación,-0.02,2022,10
"Bogotá, D.C.",Información Y Comunicación,0.09,2022,10
Cartagena De Indias,Información Y Comunicación,-0.05,2022,10
Tunja,Información Y Comunicación,-0.03,2022,10
Manizales,Información Y Comunicación,0.1,2022,10
Florencia,Información Y Comunicación,0.14,2022,10
Popayán,Información Y Comunicación,0.01,2022,10
Valledupar,Información Y Comunicación,0.1,2022,10
Montería,Información Y Comunicación,0.0,2022,10
Neiva,Información Y Comunicación,-0.25,2022,10
Riohacha,Información Y Comunicación,-0.1,2022,10
Santa Marta,Información Y Comunicación,0.13,2022,10
Villavicencio,Información Y Comunicación,0.12,2022,10
Pasto,Información Y Comunicación,0.06,2022,10
Cúcuta,Información Y Comunicación,0.18,2022,10
Armenia,Información Y Comunicación,0.02,2022,10
Pereira,Información Y Comunicación,0.06,2022,10
Bucaramanga,Información Y Comunicación,0.02,2022,10
Sincelejo,Información Y Comunicación,-0.08,2022,10
Ibagué,Información Y Comunicación,0.01,2022,10
Cali,Información Y Comunicación,0.06,2022,10
Otras Areas Urbanas,Información Y Comunicación,0.0,2022,10
Medellín,Recreación Y Cultura,0.82,2022,10
Barranquilla,Recreación Y Cultura,0.57,2022,10
"Bogotá, D.C.",Recreación Y Cultura,1.22,2022,10
Cartagena De Indias,Recreación Y Cultura,0.19,2022,10
Tunja,Recreación Y Cultura,0.53,2022,10
Manizales,Recreación Y Cultura,0.88,2022,10
Florencia,Recreación Y Cultura,0.39,2022,10
Popayán,Recreación Y Cultura,1.3,2022,10
Valledupar,Recreación Y Cultura,0.34,2022,10
Montería,Recreación Y Cultura,0.3,2022,10
Neiva,Recreación Y Cultura,1.09,2022,10
Riohacha,Recreación Y Cultura,0.33,2022,10
Santa Marta,Recreación Y Cultura,0.26,2022,10
Villavicencio,Recreación Y Cultura,0.59,2022,10
Pasto,Recreación Y Cultura,0.47,2022,10
Cúcuta,Recreación Y Cultura,0.53,2022,10
Armenia,Recreación Y Cultura,0.85,2022,10
Pereira,Recreación Y Cultura,0.72,2022,10
Bucaramanga,Recreación Y Cultura,0.58,2022,10
Sincelejo,Recreación Y Cultura,0.26,2022,10
Ibagué,Recreación Y Cultura,0.6,2022,10
Cali,Recreación Y Cultura,0.61,2022,10
Otras Areas Urbanas,Recreación Y Cultura,0.59,2022,10
Medellín,Educación,0.07,2022,10
Barranquilla,Educación,0.0,2022,10
"Bogotá, D.C.",Educación,-0.06,2022,10
Cartagena De Indias,Educación,-0.03,2022,10
Tunja,Educación,-0.09,2022,10
Manizales,Educación,-0.06,2022,10
Florencia,Educación,-0.56,2022,10
Popayán,Educación,0.26,2022,10
Valledupar,Educación,0.0,2022,10
Montería,Educación,0.46,2022,10
Neiva,Educación,0.0,2022,10
Riohacha,Educación,0.0,2022,10
Santa Marta,Educación,0.53,2022,10
Villavicencio,Educación,0.03,2022,10
Pasto,Educación,-0.01,2022,10
Cúcuta,Educación,-0.03,2022,10
Armenia,Educación,0.0,2022,10
Pereira,Educación,0.0,2022,10
Bucaramanga,Educación,0.15,2022,10
Sincelejo,Educación,-0.05,2022,10
Ibagué,Educación,-0.08,2022,10
Cali,Educación,-0.01,2022,10
Otras Areas Urbanas,Educación,-0.09,2022,10
Medellín,Restaurantes Y Hoteles,1.29,2022,10
Barranquilla,Restaurantes Y Hoteles,1.14,2022,10
"Bogotá, D.C.",Restaurantes Y Hoteles,0.65,2022,10
Cartagena De Indias,Restaurantes Y Hoteles,1.32,2022,10
Tunja,Restaurantes Y Hoteles,1.05,2022,10
Manizales,Restaurantes Y Hoteles,1.13,2022,10
Florencia,Restaurantes Y Hoteles,1.07,2022,10
Popayán,Restaurantes Y Hoteles,0.03,2022,10
Valledupar,Restaurantes Y Hoteles,0.18,2022,10
Montería,Restaurantes Y Hoteles,3.58,2022,10
Neiva,Restaurantes Y Hoteles,0.43,2022,10
Riohacha,Restaurantes Y Hoteles,1.07,2022,10
Santa Marta,Restaurantes Y Hoteles,0.71,2022,10
Villavicencio,Restaurantes Y Hoteles,0.64,2022,10
Pasto,Restaurantes Y Hoteles,1.22,2022,10
Cúcuta,Restaurantes Y Hoteles,0.84,2022,10
Armenia,Restaurantes Y Hoteles,0.85,2022,10
Pereira,Restaurantes Y Hoteles,1.28,2022,10
Bucaramanga,Restaurantes Y Hoteles,0.26,2022,10
Sincelejo,Restaurantes Y Hoteles,0.74,2022,10
Ibagué,Restaurantes Y Hoteles,1.52,2022,10
Cali,Restaurantes Y Hoteles,0.37,2022,10
Otras Areas Urbanas,Restaurantes Y Hoteles,0.37,2022,10
Medellín,Bienes Y Servicios Diversos,1.17,2022,10
Barranquilla,Bienes Y Servicios Diversos,0.82,2022,10
"Bogotá, D.C.",Bienes Y Servicios Diversos,0.75,2022,10
Cartagena De Indias,Bienes Y Servicios Diversos,0.81,2022,10
Tunja,Bienes Y Servicios Diversos,0.77,2022,10
Manizales,Bienes Y Servicios Diversos,1.24,2022,10
Florencia,Bienes Y Servicios Diversos,1.38,2022,10
Popayán,Bienes Y Servicios Diversos,1.02,2022,10
Valledupar,Bienes Y Servicios Diversos,0.97,2022,10
Montería,Bienes Y Servicios Diversos,1.35,2022,10
Neiva,Bienes Y Servicios Diversos,1.23,2022,10
Riohacha,Bienes Y Servicios Diversos,1.69,2022,10
Santa Marta,Bienes Y Servicios Diversos,1.19,2022,10
Villavicencio,Bienes Y Servicios Diversos,0.82,2022,10
Pasto,Bienes Y Servicios Diversos,1.08,2022,10
Cúcuta,Bienes Y Servicios Diversos,1.18,2022,10
Armenia,Bienes Y Servicios Diversos,0.56,2022,10
Pereira,Bienes Y Servicios Diversos,0.98,2022,10
Bucaramanga,Bienes Y Servicios Diversos,0.78,2022,10
Sincelejo,Bienes Y Servicios Diversos,0.94,2022,10
Ibagué,Bienes Y Servicios Diversos,1.25,2022,10
Cali,Bienes Y Servicios Diversos,0.91,2022,10
Otras Areas Urbanas,Bienes Y Servicios Diversos,0.65,2022,10
Medellín,Total,0.8,2022,10
Barranquilla,Total,0.29,2022,10
"Bogotá, D.C.",Total,0.68,2022,10
Cartagena De Indias,Total,0.57,2022,10
Tunja,Total,0.78,2022,10
Manizales,Total,0.66,2022,10
Florencia,Total,0.82,2022,10
Popayán,Total,0.56,2022,10
Valledupar,Total,0.87,2022,10
Montería,Total,0.84,2022,10
Neiva,Total,0.73,2022,10
Riohacha,Total,0.57,2022,10
Santa Marta,Total,0.7,2022,10
Villavicencio,Total,0.59,2022,10
Pasto,Total,0.84,2022,10
Cúcuta,Total,1.14,2022,10
Armenia,Total,0.7,2022,10
Pereira,Total,0.83,2022,10
Bucaramanga,Total,0.78,2022,10
Sincelejo,Total,2.16,2022,10
Ibagué,Total,0.76,2022,10
Cali,Total,0.74,2022,10
Otras Areas Urbanas,Total,0.71,2022,10
Medellín,Alimentos Y Bebidas No Alcohólicas,1.66,2022,11
Barranquilla,Alimentos Y Bebidas No Alcohólicas,2.02,2022,11
"Bogotá, D.C.",Alimentos Y Bebidas No Alcohólicas,1.24,2022,11
Cartagena De Indias,Alimentos Y Bebidas No Alcohólicas,1.72,2022,11
Tunja,Alimentos Y Bebidas No Alcohólicas,1.29,2022,11
Manizales,Alimentos Y Bebidas No Alcohólicas,1.56,2022,11
Florencia,Alimentos Y Bebidas No Alcohólicas,1.1,2022,11
Popayán,Alimentos Y Bebidas No Alcohólicas,1.07,2022,11
Valledupar,Alimentos Y Bebidas No Alcohólicas,1.73,2022,11
Montería,Alimentos Y Bebidas No Alcohólicas,1.64,2022,11
Neiva,Alimentos Y Bebidas No Alcohólicas,0.99,2022,11
Riohacha,Alimentos Y Bebidas No Alcohólicas,2.14,2022,11
Santa Marta,Alimentos Y Bebidas No Alcohólicas,1.84,2022,11
Villavicencio,Alimentos Y Bebidas No Alcohólicas,1.45,2022,11
Pasto,Alimentos Y Bebidas No Alcohólicas,2.03,2022,11
Cúcuta,Alimentos Y Bebidas No Alcohólicas,2.1,2022,11
Armenia,Alimentos Y Bebidas No Alcohólicas,1.67,2022,11
Pereira,Alimentos Y Bebidas No Alcohólicas,1.37,2022,11
Bucaramanga,Alimentos Y Bebidas No Alcohólicas,1.62,2022,11
Sincelejo,Alimentos Y Bebidas No Alcohólicas,1.36,2022,11
Ibagué,Alimentos Y Bebidas No Alcohólicas,1.44,2022,11
Cali,Alimentos Y Bebidas No Alcohólicas,1.38,2022,11
Otras Areas Urbanas,Alimentos Y Bebidas No Alcohólicas,1.52,2022,11
Medellín,Bebidas Alcohólicas Y Tabaco,0.51,2022,11
Barranquilla,Bebidas Alcohólicas Y Tabaco,2.66,2022,11
"Bogotá, D.C.",Bebidas Alcohólicas Y Tabaco,0.96,2022,11
Cartagena De Indias,Bebidas Alcohólicas Y Tabaco,2.22,2022,11
Tunja,Bebidas Alcohólicas Y Tabaco,0.98,2022,11
Manizales,Bebidas Alcohólicas Y Tabaco,0.47,2022,11
Florencia,Bebidas Alcohólicas Y Tabaco,2.44,2022,11
Popayán,Bebidas Alcohólicas Y Tabaco,0.62,2022,11
Valledupar,Bebidas Alcohólicas Y Tabaco,0.66,2022,11
Montería,Bebidas Alcohólicas Y Tabaco,2.19,2022,11
Neiva,Bebidas Alcohólicas Y Tabaco,1.42,2022,11
Riohacha,Bebidas Alcohólicas Y Tabaco,0.44,2022,11
Santa Marta,Bebidas Alcohólicas Y Tabaco,1.0,2022,11
Villavicencio,Bebidas Alcohólicas Y Tabaco,1.29,2022,11
Pasto,Bebidas Alcohólicas Y Tabaco,0.77,2022,11
Cúcuta,Bebidas Alcohólicas Y Tabaco,1.55,2022,11
Armenia,Bebidas Alcohólicas Y Tabaco,0.61,2022,11
Pereira,Bebidas Alcohólicas Y Tabaco,0.93,2022,11
Bucaramanga,Bebidas Alcohólicas Y Tabaco,1.77,2022,11
Sincelejo,Bebidas Alcohólicas Y Tabaco,0.35,2022,11
Ibagué,Bebidas Alcohólicas Y Tabaco,1.15,2022,11
Cali,Bebidas Alcohólicas Y Tabaco,0.64,2022,11
Otras Areas Urbanas,Bebidas Alcohólicas Y Tabaco,1.31,2022,11
Medellín,Prendas De Vestir Y Calzado,-0.18,2022,11
Barranquilla,Prendas De Vestir Y Calzado,-0.02,2022,11
"Bogotá, D.C.",Prendas De Vestir Y Calzado,0.42,2022,11
Cartagena De Indias,Prendas De Vestir Y Calzado,0.33,2022,11
Tunja,Prendas De Vestir Y Calzado,-0.17,2022,11
Manizales,Prendas De Vestir Y Calzado,0.75,2022,11
Florencia,Prendas De Vestir Y Calzado,0.97,2022,11
Popayán,Prendas De Vestir Y Calzado,0.72,2022,11
Valledupar,Prendas De Vestir Y Calzado,0.75,2022,11
Montería,Prendas De Vestir Y Calzado,0.54,2022,11
Neiva,Prendas De Vestir Y Calzado,-0.1,2022,11
Riohacha,Prendas De Vestir Y Calzado,0.5,2022,11
Santa Marta,Prendas De Vestir Y Calzado,0.66,2022,11
Villavicencio,Prendas De Vestir Y Calzado,0.77,2022,11
Pasto,Prendas De Vestir Y Calzado,0.12,2022,11
Cúcuta,Prendas De Vestir Y Calzado,0.89,2022,11
Armenia,Prendas De Vestir Y Calzado,0.38,2022,11
Pereira,Prendas De Vestir Y Calzado,0.5,2022,11
Bucaramanga,Prendas De Vestir Y Calzado,0.4,2022,11
Sincelejo,Prendas De Vestir Y Calzado,0.67,2022,11
Ibagué,Prendas De Vestir Y Calzado,0.29,2022,11
Cali,Prendas De Vestir Y Calzado,0.43,2022,11
Otras Areas Urbanas,Prendas De Vestir Y Calzado,0.39,2022,11
Medellín,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.12,2022,11
Barranquilla,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.03,2022,11
"Bogotá, D.C.","Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.29,2022,11
Cartagena De Indias,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",-0.33,2022,11
Tunja,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",-0.13,2022,11
Manizales,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.27,2022,11
Florencia,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.06,2022,11
Popayán,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.15,2022,11
Valledupar,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",-0.4,2022,11
Montería,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",-0.57,2022,11
Neiva,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.65,2022,11
Riohacha,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.19,2022,11
Santa Marta,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",-0.71,2022,11
Villavicencio,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.08,2022,11
Pasto,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.22,2022,11
Cúcuta,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.06,2022,11
Armenia,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.29,2022,11
Pereira,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.02,2022,11
Bucaramanga,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.13,2022,11
Sincelejo,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",-0.21,2022,11
Ibagué,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",-0.48,2022,11
Cali,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",-0.08,2022,11
Otras Areas Urbanas,"Alojamiento, Agua, Electricidad, Gas Y Otros Combustibles",0.09,2022,11
Medellín,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.95,2022,11
Barranquilla,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.7,2022,11
"Bogotá, D.C.","Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.65,2022,11
Cartagena De Indias,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.22,2022,11
Tunja,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.87,2022,11
Manizales,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.89,2022,11
Florencia,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.09,2022,11
Popayán,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.12,2022,11
Valledupar,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.07,2022,11
Montería,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.09,2022,11
Neiva,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.83,2022,11
Riohacha,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.5,2022,11
Santa Marta,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.46,2022,11
Villavicencio,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.64,2022,11
Pasto,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.57,2022,11
Cúcuta,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.3,2022,11
Armenia,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.96,2022,11
Pereira,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.78,2022,11
Bucaramanga,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.88,2022,11
Sincelejo,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.86,2022,11
Ibagué,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.41,2022,11
Cali,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",1.14,2022,11
Otras Areas Urbanas,"Muebles, Artículos Para El Hogar Y Para La Conservación Ordinaria Del Hogar",0.78,2022,11
Medellín,Salud,0.64,2022,11
Barranquilla,Salud,1.43,2022,11
"Bogotá, D.C.",Salud,0.62,2022,11
Cartagena De Indias,Salud,0.53,2022,11
Tunja,Salud,0.27,2022,11
Manizales,Salud,0.43,2022,11
Florencia,Salud,0.14,2022,11
Popayán,Salud,0.71,2022,11
Valledupar,Salud,0.84,2022,11
Montería,Salud,1.57,2022,11
Neiva,Salud,0.42,2022,11
Riohacha,Salud,0.1,2022,11
Santa Marta,Salud,0.29,2022,11
Villavicencio,Salud,0.83,2022,11
Pasto,Salud,0.23,2022,11
Cúcuta,Salud,0.18,2022,11
Armenia,Salud,0.41,2022,11
Pereira,Salud,0.86,2022,11
Bucaramanga,Salud,0.58,2022,11
Sincelejo,Salud,0.56,2022,11
Ibagué,Salud,0.49,2022,11
Cali,Salud,0.48,2022,11
Otras Areas Urbanas,Salud,0.55,2022,11
Medellín,Transporte,1.17,2022,11
Barranquilla,Transporte,0.96,2022,11
"Bogotá, D.C.",Transporte,1.43,2022,11
Cartagena De Indias,Transporte,0.95,2022,11
Tunja,Transporte,1.01,2022,11
Manizales,Transporte,1.35,2022,11
Florencia,Transporte,1.8,2022,11
Popayán,Transporte,1.16,2022,11
Valledupar,Transporte,3.78,2022,11
Montería,Transporte,2.27,2022,11
Neiva,Transporte,1.69,2022,11
Riohacha,Transporte,0.93,2022,11
Santa Marta,Transporte,0.85,2022,11
Villavicencio,Transporte,1.36,2022,11
Pasto,Transporte,1.57,2022,11
Cúcuta,Transporte,1.18,2022,11
Armenia,Transporte,1.33,2022,11
Pereira,Transporte,1.05,2022,11
Bucaramanga,Transporte,1.31,2022,11
Sincelejo,Transporte,1.67,2022,11
Ibagué,Transporte,1.53,2022,11
Cali,Transporte,1.44,2022,11
Otras Areas Urbanas,Transporte,1.27,2022,11
Medellín,Información Y Comunicación,0.04,2022,11
Barranquilla,Información Y Comunicación,0.06,2022,11
"Bogotá, D.C.",Información Y Comunicación,0.11,2022,11
Cartagena De Indias,Información Y Comunicación,-0.01,2022,11
Tunja,Información Y Comunicación,-0.01,2022,11
Manizales,Información Y Comunicación,0.06,2022,11
Florencia,Información Y Comunicación,-0.09,2022,11
Popayán,Información Y Comunicación,-0.02,2022,11
Valledupar,Información Y Comunicación,-0.04,2022,11
Montería,Información Y Comunicación,0.02,2022,11
Neiva,Información Y Comunicación,-0.08,2022,11
Riohacha,Información Y Comunicación,-0.07,2022,11
Santa Marta,Información Y Comunicación,0.02,2022,11
Villavicencio,Información Y Comunicación,0.1,2022,11
Pasto,Información Y Comunicación,-0.13,2022,11
Cúcuta,Información Y Comunicación,0.03,2022,11
Armenia,Información Y Comunicación,0.0,2022,11
Pereira,Información Y Comunicación,-0.13,2022,11
Bucaramanga,Información Y Comunicación,-0.12,2022,11
Sincelejo,Información Y Comunicación,-0.01,2022,11
Ibagué,Información Y Comunicación,-0.01,2022,11
Cali,Información Y Comunicación,0.08,2022,11
Otras Areas Urbanas,Información Y Comunicación,-0.01,2022,11
Medellín,Recreación Y Cultura,1.24,2022,11
Barranquilla,Recreación Y Cultura,0.8,2022,11
"Bogotá, D.C.",Recreación Y Cultura,0.85,2022,11
Cartagena De Indias,Recreación Y Cultura,0.7,2022,11
Tunja,Recreación Y Cultura,0.81,2022,11
Manizales,Recreación Y Cultura,0.78,2022,11
Florencia,Recreación Y Cultura,1.17,2022,11
Popayán,Recreación Y Cultura,0.99,2022,11
Valledupar,Recreación Y Cultura,0.5,2022,11
Montería,Recreación Y Cultura,1.03,2022,11
Neiva,Recreación Y Cultura,2.5,2022,11
Riohacha,Recreación Y Cultura,1.01,2022,11
Santa Marta,Recreación Y Cultura,1.02,2022,11
Villavicencio,Recreación Y Cultura,0.59,2022,11
Pasto,Recreación Y Cultura,0.52,2022,11
Cúcuta,Recreación Y Cultura,0.49,2022,11
Armenia,Recreación Y Cultura,0.85,2022,11
Pereira,Recreación Y Cultura,-0.09,2022,11
Bucaramanga,Recreación Y Cultura,0.8,2022,11
Sincelejo,Recreación Y Cultura,0.97,2022,11
Ibagué,Recreación Y Cultura,1.94,2022,11
Cali,Recreación Y Cultura,1.17,2022,11
Otras Areas Urbanas,Recreación Y Cultura,1.03,2022,11
Medellín,Educación,-0.03,2022,11
Barranquilla,Educación,0.0,2022,11
"Bogotá, D.C.",Educación,0.0,2022,11
Cartagena De Indias,Educación,0.0,2022,11
Tunja,Educación,0.0,2022,11
Manizales,Educación,0.0,2022,11
Florencia,Educación,0.0,2022,11
Popayán,Educación,0.0,2022,11
Valledupar,Educación,0.0,2022,11
Montería,Educación,0.0,2022,11
Neiva,Educación,0.0,2022,11
Riohacha,Educación,0.0,2022,11
Santa Marta,Educación,0.0,2022,11
Villavicencio,Educación,0.0,2022,11
Pasto,Educación,0.07,2022,11
Cúcuta,Educación,0.0,2022,11
Armenia,Educación,0.0,2022,11
Pereira,Educación,0.0,2022,11
Bucaramanga,Educación,0.0,2022,11
Sincelejo,Educación,0.05,2022,11
Ibagué,Educación,0.0,2022,11
Cali,Educación,0.0,2022,11
Otras Areas Urbanas,Educación,0.0,2022,11
Medellín,Restaurantes Y Hoteles,2.01,2022,11
Barranquilla,Restaurantes Y Hoteles,1.45,2022,11
"Bogotá, D.C.",Restaurantes Y Hoteles,1.01,2022,11
Cartagena De Indias,Restaurantes Y Hoteles,1.5,2022,11
Tunja,Restaurantes Y Hoteles,0.33,2022,11
Manizales,Restaurantes Y Hoteles,1.16,2022,11
Florencia,Restaurantes Y Hoteles,0.45,2022,11
Popayán,Restaurantes Y Hoteles,0.34,2022,11
Valledupar,Restaurantes Y Hoteles,1.36,2022,11
Montería,Restaurantes Y Hoteles,1.3,2022,11
Neiva,Restaurantes Y Hoteles,0.22,2022,11
Riohacha,Restaurantes Y Hoteles,1.0,2022,11
Santa Marta,Restaurantes Y Hoteles,1.41,2022,11
Villavicencio,Restaurantes Y Hoteles,0.73,2022,11
Pasto,Restaurantes Y Hoteles,1.36,2022,11
Cúcuta,Restaurantes Y Hoteles,1.48,2022,11
Armenia,Restaurantes Y Hoteles,0.95,2022,11
Pereira,Restaurantes Y Hoteles,1.25,2022,11
Bucaramanga,Restaurantes Y Hoteles,1.16,2022,11
Sincelejo,Restaurantes Y Hoteles,1.19,2022,11
Ibagué,Restaurantes Y Hoteles,1.26,2022,11
Cali,Restaurantes Y Hoteles,0.95,2022,11
Otras Areas Urbanas,Restaurantes Y Hoteles,0.77,2022,11
Medellín,Bienes Y Servicios Diversos,1.1,2022,11
Barranquilla,Bienes Y Servicios Diversos,0.65,2022,11
"Bogotá, D.C.",Bienes Y Servicios Diversos,1.02,2022,11
Cartagena De Indias,Bienes Y Servicios Diversos,1.01,2022,11
Tunja,Bienes Y Servicios Diversos,0.82,2022,11
Manizales,Bienes Y Servicios Diversos,1.09,2022,11
Florencia,Bienes Y Servicios Diversos,1.07,2022,11
Popayán,Bienes Y Servicios Diversos,0.63,2022,11
Valledupar,Bienes Y Servicios Diversos,0.95,2022,11
Montería,Bienes Y Servicios Diversos,1.21,2022,11
Neiva,Bienes Y Servicios Diversos,1.1,2022,11
Riohacha,Bienes Y Servicios Diversos,1.25,2022,11
